URI,name,text
<http://dbpedia.org/resource/Maria_Emilia_Menezes>,Maria Emilia Menezes,maria emilia menezes was president of the all india catholic union aicu from 2000 until 2004she followed norbert dsouza and was succeeded by john dayalmaria emilia menezes is an eminent industrialist in goa she was president of the aicu for four yearswhen elected in 2000 she was the first woman to hold that postsoon after her election it was announced that menezes and ines cotta carvalho secretary general of the aicu were planning to visit kuwait bahrain the uae and oman in october 2000 to raise support for aicu activitiesduring her tenure the union grew rapidlyshe was an energetic fundraiser determined to establish a corpus fund of one crore rupees so the aicu would be able to support the church and related organizations rather than asking them for supportfollowing the 2002 gujarat violence menezes and aicu vicepresident john dayal issued a statement in september 2002 voicing profound concern at events in the statethey said chief minister narendra modi and his rivals were involved in an aggressive misuse of religious sentiments in their political campaignsthe statement said modi and the sangh parivar were dismissing the pain of the survivors of the violence and raising fresh fears among minoritiesmenezes was unanimously reelected in september 2002in her speech after reelection menezes said the aicu would continue to stress growth of community leadership and would look for increased participation from dalits women and young peopleshe said the aicu would focus on restoring the rights of christians of dalit origin working at the state and national levelsspeaking at the 49th annual general meeting of the union in chennai on 6 september 2003 menezes said the aicu must reshape itself to betterdeal with present political trends and turmoil within the church she said it must harvest ideas and bring renewal in the church and countryshe said that proper formation of the laity for the distinctive role in the life and ministry of the church must continue to be a prioritychristians in india were in a somber mood in december 2008 after the antichristian violence in orissa earlier that year and the mumbai attacks on 26 november 2008as past president of the aicu menezes said christmas is going to be as always but the manner of celebrations should be different in solidarity with their suffering brethren in orissa the catholic community should suppress festivities and instead concentrate on the spiritual aspects of christmasshe called on parishes throughout india to use the money they would have spent on christmas to help their fellowchristians who were suffering in orissashe said the response had been generally good but not in goa
<http://dbpedia.org/resource/Lisa_Lage>,Lisa Lage,lisa lage is an american rock climber who focused on competitive indoor rock climbing from 1997 to 2002 she is a five time national champion and a member of the us youth climbing team for six consecutive yearslage joined the junior competition climbing association jcca and won at the youth nationals becoming national champion in the 1213 year old girls division that same year lage attended the youth worlds and world cup in imst austria but was unable to compete because she was too young her fathers us air force career moved her family to pope air force base nc after another undefeated jcca season lage took second place at the youth nationals for the 1415 year old girls divisionlage began assistant coaching with lesley pearson a youth climbing team at her local gym the climbing place nc she also had the opportunity to give a climbing demo to the 6th 7th and 8th grade classes at pierce middle school in pennsylvania she was also the head route setter for an ascf competition at the climbing placein 1999 lage had 11 wins in the jcca season including the national championship she ranked 26th place at the youth world championship in courmayeur italy after her foot slipped on the second preliminary climb in 2000 after an undefeated jcca season lage becoming national champion for the third time she placed 13th at the youth worlds in amsterdam netherlands in 2001 lage completed another undefeated jcca season winning both the national championship and the continental championship lage also claimed a third place finish at the european youth cup in trieste italy she competed in austria france italy switzerland and slovenia on the difficulty world cup tourthe 2002 season was lages final one as an undefeated national champion she took 5th for difficulty and 14th for speed at the youth world championship in canteleu france she completed a third difficulty world cup season traveling to russia singapore italy and austria lages overall world ranking for 2002 was 28th after the season finished lage decided to return to the united states to pursue her degree from philadelphia biblical university now cairn university in bible and discipleship counseling
<http://dbpedia.org/resource/Richard_H._Neiman>,Richard H. Neiman,richard h neiman was the 43rd superintendent of banks for the state of new york as such he served as the head of the new york state banking department he was appointed by the governor in march 2007on november 14 2008 neiman was appointed by united states house of representatives speaker nancy pelosi to serve on the fivemember congressional oversight panel created to oversee the implementation of the emergency economic stabilization actin october 2010 neiman joined the executive committee to coordinate the 50 state attorneys general and 39 state banking agencies investigating allegations of the use of fraudulent documentation by mortgage servicers in the foreclosure process neiman is also one of the three bank regulators participating with 12 attorneys general in the state foreclosure prevention working group a multistate task force established in 2007 seeking to reduce the number of unnecessary foreclosures by encouraging loan modifications and other sustainable longterm solutions by mortgage servicersneiman chairs the foreign bank regulatory committee of the conference of state bank supervisors csbs the nations only coalition of state bank regulators he also chairs new york states halt halt abusive lending transactions task force to address housing and foreclosure issues in new york he has testified before congress several times regarding foreclosure mitigationwhile superintendent his authority over mortgage lending and servicing greatly expanded with new laws in 2008 and 2009 subsequent superintendents regulations issued under these laws are considered the nations most comprehensive governing mortgage loan servicershe advocates for similar mortgage servicer regulations at the national level and more broadly for cooperative federalism between state and federal bank for improved financial regulationmr neiman began his career with the office of the comptroller of the currency in washington dc where he served as special assistant to the chief counsel after the comptrollers office he spent 10 years at citicorp where he held a variety of legal and regulatory positions including general counsel of its global equities group mr neiman then returned to washington dc to serve as director of regulatory advisory services for price waterhouse in 1994 mr neiman joined td waterhouse group inc a bank holding company and global online financial services firm as executive vice president and general counsel he remained with td waterhouse until its acquisition by ameritrade in 2006immediately prior to joining the banking department mr neiman served as president and chief executive officer of td bank usa na a wholly owned subsidiary of the torontodominion bankneiman is on the board of directors and a vice president of the henry street settlement one of new yorks oldest social services organizations and provider of shelters for the homeless he also serves on the board of the harlem educational activities fund a mentoring and college preparatory organization serving students in harlem and washington heightshe received the foreign policy association medal for public service in 2010 and the rockefeller college of public affairs and policy distinguished public services award in 2009neiman received his bachelors degree from american university and a juris doctor from the emory university school of law
<http://dbpedia.org/resource/Mike_Sommer>,Mike Sommer,michael sandor sommer born october 9 1934 in washington dc sommer attended woodrow wilson high school in washington dc where he was an all high running back leading the tigers to the interhigh championship in 1952 scoring 5 tds against arch rival western a week later ww defeated catholic league champion st johns for the city title in griffith stadium 246 sommer scored a 44 yd td and threw 23yd for another score sommer was also the interhighs sprint champion in track that yearsommer played three seasons as a back at george washington the team had a combined record of 15121 during mikes career and defeated utep in the 1957 sun bowl 130 in 1955 and 1957 sommer was named allsouthern conference first team and was drafted as the 16th player in the 1958 nfl draft by the hometown washington redskinssommer is a former american football halfback in the national football league playing 3 yrs for the washington redskins and 3 yrs for the baltimore colts he also played 1 year in the american football league for the oakland raidersdr michael sandor sommer md practices emergency medicine in lewes de with beebe medical ctr dr sommer received his medical degree from george washington univ sch of med hlth sci washington dc
<http://dbpedia.org/resource/Colman_McCarthy>,Colman McCarthy,colman mccarthy born march 24 1938 in glen head new york an american journalist teacher lecturer pacifist progressive an anarchist and longtime peace activist directs the center for teaching peace in washington dc from 1969 to 1997 he wrote columns for the washington post his topics ranged from politics religion health and sports to education poverty and peacemaking washingtonian magazine called him the liberal conscience of the washington post smithsonian magazine said he is a man of profound spiritual awareness he has written for the new yorker the nation the progressive the atlantic and readers digest since 1999 he has written biweekly columns for national catholic reportersince 1982 he has been teaching courses on nonviolence and the literature of peace in the fall semester of 2006 he taught at seven schools georgetown university law center american university the catholic university of america the university of maryland the washington center for internships wilson high school bethesdachevy chase high school and school without walls in 25 years he has had more than 7000 students in his classes in 1985 he founded the center for teaching peace a nonprofit that helps schools begin or expand academic programs in peace studies he is a regular speaker at us colleges prep schools high schools and peace conferences and gives an average of 50 lectures a year the titles of his lectures range from how to be a peacemaker to nonviolence in a time of warcolman mccarthy graduated with a bs from spring hill college and holds five additional honorary degrees from st johns university wheeling jesuit college belmont college walsh university and spring hill collegepacifist journalist and ethical vegetarian for his nationally syndicated column in the washington post he was awarded the peace abbey courage of conscience award in sherborn massachusettsmccarthy also won an alicia patterson journalism fellowship in 1998 to research and write about mentoring tutoring and literacy at garrison elementary school in washington dcin 2010 he was awarded the elhibri peace education prize
<http://dbpedia.org/resource/Pat_Coyle_(basketball)>,Pat Coyle (basketball),pat coyle is an american womens basketball coach she is the head coach of saint peters starting in 2013 she has served as an assistant coach for the university of pittsburgh panthers womens basketball team coyle coached in the wnba with the new york liberty serving as the libertys assistant coach beginning in 1998 then attained the head coaching seat during the 2004 season after the departure of richie adubato the coyleled liberty reached the playoffs in 2004 2005 2007 and 2008 but never won the eastern conference championshipin 2009 the liberty started their season 611 despite a roster made up primarily of healthy returning players the team announced on july 31 2009 that coyle had been relieved of her duties and that assistant coach anne donovan would take over as interim head coachprior to joining the liberty as an assistant coach in 1998 coyle was the head womens basketball coach at loyola university maryland 1 there coyle amassed a 10077 565 record in over six seasons making her the winningest coach in loyola history she led the greyhounds to the metro atlantic athletic conference championships and the ncaa division i womens basketball tournament in 1994 and 1995 coyle also held assistant coaching posts during the 1980s at the university of miami rutgers university and st josephs collegecoyle was a star basketball player at rutgers university from which she graduated in 1982 she was named to the rutgers athletics hall of fame in 1993coyle hails originally from philadelphia pennsylvania
<http://dbpedia.org/resource/Jonathan_A._Plucker>,Jonathan A. Plucker,jonathan plucker is a professor of educational psychology and cognitive science at indiana university a wellknown expert on creativity intelligence and education policy he is the author of over 100 papers and editor of two books critical issues and practices in gifted education with carolyn callahan and essentials of creativity assessment with james kaufman and john baer prof plucker has also led the development of a popular web site on human intelligence he was the 20072008 president of the american psychological associations society for the psychology of aesthetics creativity and the arts division 10 dr plucker received his bachelors degree in chemistry from the university of connecticut in 1991 where he also received a masters degree in educational psychology in 1992 after briefly serving as an elementary school teacher he attended the university of virginia where he received his doctorate in educational psychology in 1995 after briefly teaching for two years at the university of maine he arrived at indiana university in 1997 as a visiting assistant professor he become a tenuretrack assistant professor in 1998 with promotion to associate professor in 2001 and full professor in 2006he currently directs the center for evaluation and education policy at indiana university where he also directed the consortium for education and social science research from 20092012dr plucker has received a number of honors for his work for his creativity work he has received the daniel e berlyne award for outstanding research by a junior scholar 2001 and the rudolf arnheim award for outstanding research by a senior scholar 2012 from division 10 of the american psychological association and the 2007 e paul torrance award for creativity research from the national association of gifted children for his gifted education research he has received the nagc early scholar award 1998 and two awards from the mensa education research foundation award for excellence in research 1997 2000 for his education policy work he was ranked in 2011 as one of the top 100 most influential academics working in education policydr plucker is a fellow of the american psychological association 2009 and was named a fellow of the american associate for the advancement of science in 2011 for distinguished contributions to the science of creativity and the creation of researchsupported education policy
<http://dbpedia.org/resource/Mark_Riley_(American_radio_host)>,Mark Riley (American radio host),mark riley born september 22 1951 is an american journalist and commentator mark riley is an awardwinning broadcaster with 30 years of experience hosting and directing radio programs and pioneering media strategies that attract a loyal diverse audience in addition to his work as a broadcaster mark riley media has achieved great accomplishments in political consulting media training and writing for print web radio and tvon air mark is currently the hostpresenter of wwrl 1600 ams morning drive talk program he is still remembered as a pioneer host of a fourhour evening news interview comment and culture program the air americans on the nowdefunct liberal talk radio network air america radio his work at air america also included cohosting the networks morningdrive show morning sedition with standup comic marc maronriley was also employed by wlib 1190am in new york city where he worked for 33 years as a broadcast journalist program director and air personality he has also worked with richard bey cohosting the morning drive program at wwrl 1600am new yorkrileys first radio opportunity was as host of the public affairs program urban notebook which skyrocketed in popularity throughout the new york tristate area in 1986 riley moved to the prime time morning slot and broadcast live from the famous apollo theater in harlem since that time riley has worked his way up through a spectrum of roles including writer editor managing editor executive editor and program directorduring his 19921996 tenure as program director of new yorks wlib 1190 am riley identified the diversity of the wlib audience and set out to establish more balance between the african american and caribbean dimensions of the stations programming riley also pioneered the stations efforts to enhance listener awareness in the political arena airing full coverage of all democratic and republican conventions since 1990 as well as coverage of both democratic inaugurals in haitiover his career riley has interviewed former president bill clinton south african president nelson mandela former haitian president jeanbertrand aristide former new york mayor david dinkins current new york mayor michael bloomberg lena horne spike lee max roach bill cosby harry belafonte muhammad ali cornel west and don king mark also interviewed a young upandcoming recording artist regina spektor in march 2004 air america radio began broadcasting from new york with wlib as its flagship station riley was one of the few holdovers from the wlib staff and cohosted the morning drive program morning sedition in december 2005 he began hosting the mark riley show also on air america a twohour morning news program this show ended on may 11 2007 so that riley and his producers could prepare for the launch of the air americans after the cancellation of the show riley and richard bey became cohosts at wwrls morning showon october 3 2009 riley launched working new york a weekly radio program airing saturdays on wwrlin addition to radio presenting riley is a popular tv political analyst with frequent appearances on the road to city hall on new york 1 newsriley has also appeared as a commentator on bet cnn the charles grodin show cnns reporters roundtable the fox news channels hannity colmes the cbs early show and msnbc international credits include work as a frequent contributor for bbc radio and a documentary producer for the bbc2 in londontv credits political pundit the lou dobbs showcnn wcbs mornings the fox news channel new york 1 news bbc radio london bbc up all night bbc live at five channel 4 uk the tavis smiley showbet both sides with jesse jackson the charles grodin show caribbean lifestyles tvother lesser publicized facets to mark riley include his lifelong support of drum corps pioneering achievements in the new york club music and passionate folling of english premier football namely httpwwwarsenalcomhomemark riley studied english at new york university and is also a graduate of the gunnery school in connecticut
<http://dbpedia.org/resource/Edward_Zemprelli>,Edward Zemprelli,edward p zemprelli born may 11 1925 is a former democratic member of the pennsylvania state senate and the pennsylvania house of representativesa native of clairton pennsylvania zemprelli grew up in an italian american catholic family he earned a degree from pennsylvania state university where he was a member of the debate team and worked on the chain crew for penn state nittany lions football games he earned a law degree from university of pittsburgh school of law in 1949 and was licensed to practice law in 1950 his legal practice focused mainly on general practice and later estate planning real estate and government relationshe was elected to represent allegheny county in the pennsylvania house of representatives in a special election on november 5 1963 he held that position until he was elected to represent the 45th senatorial district in the pennsylvania senate a position he held from 1969 to 1988 during his political career he held prominent positions on the business and commerce committee where he helped pass reform of the states banking laws and the unemployment fund he served as a trustee of penn state university from 1978 to 1996 as well as a trustee of university of pittsburgh
<http://dbpedia.org/resource/Moye_Kolodin>,Moye Kolodin,moye kolodin born 5 may 1987 in freiburg germany is one of germanys upandcoming classical pianistshe received his very first piano lessons at the age of seven from his mother elza kolodin and the first feather in his musical cap at the jugend musiziert competition five years later where he not only walked away with the first prize but also the encouragement award from the savings bank for outstanding young talents in 1999 he enrolled at the hochschule fr musik freiburg and continued his musical studies there under the tutelage of elza kolodin until 2006kolodin participates regularly in the master classes of many worldrenown professors whose names include vitaly margulis hans leygraf jacques rouvier dmitri bashkirov joaqun soriano and vera gornostayeva his successes in the international competition arena include prizes at the ciutat de carlet and vila de capdepera competitions in spain as well as the associazione fryderyk chopins 14th concorso internationale per giovani pianisti 2004 in rome italy the first prize at the concours international de piano de brest in france in 2005 and the grand prix at the evangelia tjiarri foundation international piano competition in larnaka cyprus in march 2006 in may that same year he was also presented with the european cultural award pro europa at the paul klee zentrum in bern switzerlandkolodin enjoys frequent engagements with various ensembles and orchestras such as the schlesischen philharmonie kattowitz the landesjugendorchester badenwrttemberg the capella bydgostiensis and stuttgarter kammerorchester with whom he has performed concerti by mozart liszt and brahms and a lot of other engagements his playing constantly receives glowing reviews from local press who have praised him for his phenomenal mastery amazing talent breathtaking playing and soaring at the piano and have described him as a musical exceptionality and a genius and poetas a scholarship holder of the studienstiftung des deutschen volkes kolodin has been a student of jacques rouvier at the conservatoire superieur de musique de paris since fall 2006
<http://dbpedia.org/resource/Angie_Darby>,Angie Darby,angie darby born may 2 1987 in melbourne victoria is an australian modern pentathlete as of august 2011 darby is ranked no 141 in the world by the union internationale de pentathlon moderne uipmdarby qualified as a lone competitor for the womens modern pentathlon at the 2008 summer olympics in beijing after the court of arbitration for sport threw out an appeal that questioned her olympic eligibility the greek federation argued that darby was ineligible because she failed to meet the full requirements of the fiveevent discipline when she qualified for the games by winning the asian oceanian championships in tokyo japan four of the five disciplines were contested except for equestrian show jumping because of an outbreak of equine influenzain the early rounds of the competition darby displayed a poor performance by finishing last out of thirtysix athletes in the air pistol shooting event ap40 with a score of 164 points darby eventually placed thirtyfirst in onetouch pe fencing but dropped to thirtyfifth position when she stopped for up to 10 seconds halfway through the 200 m freestyle swimming race halted by a pair of malfunctioned googles darby quickly moved to the top of the rankings when she finished seventh in the show jumping segment knocking off a total of 28 obstacle and time penalties in the end darby finished the event with crosscountry running in thirtyfifth place for a total score of 4816 points
<http://dbpedia.org/resource/Carmi_Gillon>,Carmi Gillon,carmi gillon born january 1950 hebrew is an israeli politician and a former israeli ambassador to denmark and head of shabak the internal general security service of israelafter the assassination of yitzhak rabin he attracted criticism for failing to provide adequate security carmi gillon is currently the mayor of the jerusalem suburb mevasseret zion and vicepresident of external relations for the hebrew university of jerusalemgillon was born in jerusalem into a well known family of lawyers who resided in the jerusalem neighborhood of rehavia his grandfather gad frumkin was the only jewish judge to serve at the supreme court of palestine under the british mandate and was also a member of the hebrew universitys board of governors from the 1930s until his death his father colin gillon was a state attorney and his mother saada gillon ne frumkin served as deputy attorney generalhe began his army service in the armored corps and was later transferred to the artillery corps he was released from the army in 1971he graduated from the national defense college he has a ba in political science from the hebrew university where he was recruited into the israeli security agency and an ma in public policy from the university of haifa he is also a graduate of the advanced management program at the harvard business school and completed management training at harvards kennedy school of government
<http://dbpedia.org/resource/Robert_Torti>,Robert Torti,robert felix torti born october 22 1961 is an american actortorti was born in van nuys california he married delee lively on june 24 1999 together they have three children son zachary daughters faith and chloetorti originated the roles of jesus and jack in both the new york and los angeles stage productions of reefer madnessearlier in his career torti was honored with a tony award nomination for his performance as greaseball in starlight express which marked his broadway debut his work on broadway also includes the role of pharaoh in the musical joseph and the amazing technicolor dreamcoat in addition he appeared in the london and los angeles productions of smokey joes cafon screen torti played singer freddy fredrickson in tom hanks that thing you do he also reprised the role of pharaoh in the film version of joseph and the amazing technicolor dreamcoat and counts among his other film credits whos your daddy submerged and the legend of william tell currently unreleasedtorti has also been seen on television in regular and recurring roles on such series as the drew carey show vinnie bobby generations the young and the restless and most recently the suite life of zack and cody and the suite life on deck in addition he has made guest appearances on numerous series
<http://dbpedia.org/resource/Damien_Top>,Damien Top,damien top born 1963 is a french tenor musicologist and conductor and is artistic director of the international albert roussel festivaldamien top is one of the worlds most distinguished exponents of contemporary french music as singer conductor composer and musicologist honored by the french government in 2002 with the prestigious prix charles oulmont fondation de france for his outstanding contributions to french culture he serves as artistic director for the lotte lehmann foundation which he represents throughout the world in recitals and recordingsgraduate of the conservatoire of lille and the conservatoire national suprieur de musique de paris damien top studied with galina vishnevskaya jeanchristophe benoit and jacques pottier he has appeared in opera operetta and sacred works as well as performing the entire range of french mlodie in 1993 he was engaged by the opra de parisbastille to sing in a new production of benvenuto cellini by berlioz under the direction of myungwhun chung in 2002 damien top sang and conducted the cantata loiseau a vu tout cela by sauguet at the acadmie franaisemany distinguished contemporary composers have created works for him including jacques chailley who has proclaimed lart de damien top est exemplaire as well as isabelle aboulker franoise choveaux suzanne joly alain feron wally karveno philippe malhaire max pinchard jeanchristophe rosaz the american dianne goolkasian rahbee joni greene isaac schankler the new zealander edwin carr the dutch composer harry cox the rumanian horia surianu and the australians houston dunleavy peter tahourdin robert trumble and felix werder top has recorded massenet song cycles bnl romances of de coussemaker rcp art songs of mile gou sypr and melodies of claude guillonverne 18791956 nephew of jules verne 18281905 azur classical diapason magazine lauded him for his impeccable tastehe has given recitals at flneries musicales de reims for the yehudi menuhin foundation musicales en valois festival des grands crus de bourgogne festival de la mlodie franaise of toulouse as well as performances in australia belgium canada the czech republic spain germany great britain italy macedonia mexico new zealand and the united states a student of sergiu celibidache he has conducted the orchestre du festival roussel the joseph jongen ensemble the czech chamber soloists and the prague philharmonic chamber orchestra mihail jora philharmonic orchestra among others in his programs he focuses on the music of our time rediscovering many neglected works of albert roussel 18691937 vincent dindy 18511931 claude delvincourt 18881954 jrgen jersild 19132004 hans eklund george enescu 18811955 claude guillonverne jeanlouis martinet pauli sandagerdi bohuslav martin 18901959 christophe looten otmar macha touve ratovondrahety jos soler casabon peter tahourdin maurice thirietson of the poet andre brunin damien top gives poetry recitals alliance franaise of sydney university of melbourne university of hawaii at manoa wo international center at punahou school exploring a wide range of song texts set by great composers and introducing the audience to the poetry of our time anthologie de la posie franaise potes fminins contemporains centenaire paul verlaine 18441876 etchis biography of albert roussel was published in 2000 by sguier and is considered the standard work on the subject he has also written full length studies on sergei rachmaninoff 18731943 emile gou 19041946 and ren de castra 18731955 for which he was awarded the prix du salon du livre dhossegor he is frequently invited to speak on radio and television france musique france culture hawaii public radio radio suisse romande fr3 a french tv station nederlandse programma stichting tv to present papers on french music at international conferences and to give masterclasses in french art song in australia at the university of melbourne monash university la trobe university the university of performing arts at wollongong in new zealand at the victoria university of wellington at the james madison university in virginia and in quebec canada at the universit de sherbrooke and the universit de montral damien top writes a monthly music column in politique magazine member of the socit des auteurs compositeurs et diteurs de musique sacem his compositions have been played in france belgium italy and in the united states a member of the board of directors of the lotte lehmann foundation he is also scientific advisor of the bibliotheca della memoria barletta italia director of the centre international albertroussel which he founded in 1992 and of the albertroussel international festival
<http://dbpedia.org/resource/David_Scott_(author)>,David Scott (author),david scott is an author with a special interest in religion and culture he has published several books including studies of mother teresa of calcutta and dorothy day founder of the catholic worker movement hundreds of his essays and articles have appeared in journals and periodicals throughout the world including the vatican newspaper losservatore romano as well as national review commonweal crisis inside the vatican national catholic register washington report on middle east affairs beliefnetcom and elsewherescotts most recent book is the love that made mother teresa sophia institute press his previous books include the catholic passion rediscovering the power and beauty of the faith loyola press 2005 praying in the presence of the lord with dorothy day our sunday visitor 2002 and weapons of the spirit the selected writings of father john hugo our sunday visitor 1997 cowritten with mike aquilinascott was born in akron ohio in 1961 he holds a masters degree in religion and scripture from pittsburgh theological seminary he is married to sarah and the couple has five childrenfrom 1993 to 2000 he was editor of our sunday visitor the largestcirculation independent catholic newspaper in the united states earlier he had been assistant editor of the evangelist the newspaper of the roman catholic diocese of albany new york from 2002 to 2010 he served as editorial director of the st paul center for biblical theology and managing editor of centers academic journal letter spirit he is also a contributing editor to godspycom scott has earned much recognition for his journalistic and editing work including several catholic press association awards one of scotts essays was included in the best catholic writing 2005from 2010 to 2012 he served as editor in chief of catholic news agency and ewtn newscurrently scott serves as vice chancellor for the archdiocese of los angeles responsible for strategic direction of all external and internal communications for the countrys largest catholic archdiocese
<http://dbpedia.org/resource/Ryan_Trecartin>,Ryan Trecartin,ryan trecartin born 1981 webster texas is an american artist and filmmaker currently based in los angeles he studied at the rhode island school of design graduating with a bfa in 2004 trecartin has since lived and worked in new orleans los angeles philadelphia and miami his creative partner and longterm collaborator is lizzie fitch an artist that he has been working with since 2000 in 2006 the wall street journal included trecartin in a selection of ten top emerging us artists including dash snow rosson crow zane lewis and keegan mchargue more recently in 2009 trecartin was the recipient of the inaugural jack wolgin international competition in the fine arts the worlds largest juried individual fine art prize awarded by tyler school of art he received the new artist of the year award at the first annual art awards solomon r guggenheim museum new york and he was awarded a 2009 pew fellowship in the artshis work is featured in the saatchi gallery collection and has appeared in many museum exhibitions including the generational younger than jesus at the new museum in new york queer voice at the ica in philadelphia between two deaths at the center for art and media in karlsruhe and the 2006 whitney biennial as well as in recent solo exhibitions at the power plant in toronto and the museum of contemporary art los angeles among others he is represented by andrea rosen gallery regen projects and sprueth magers
<http://dbpedia.org/resource/Mirko_Jeli%C4%8Di%C4%87>,Mirko Jeli%C4%8Di%C4%87,mirko jelii is an australian football coach who is coaching bec tero sasana fc in thai premier league he was coaching cockburn city in the western australia state league premier division jelii had previously worked as a fitness coach for perth glory in the australian national soccer league during the reign of manager bernd stange the club enjoyed its most successful period during this time in 2001 jelicic was appointed to the staff of the aukland kingz in new zealand assisting with team preparation for their national league campaign in 2002 he was invited by bora milutinovich to assist with injury management for chinas world cup campaign in south koreajelii was appointed to be the coach of cockburn city in 2003 the team finishing as runners up in the wa state league in late 2003 he moved to work in malaysia acting as a fitness coach for sabah fahe later moved to uzbekistan to prepare them for their 2006 fifa world cup campaign working under experienced english coach bob houghton after an initial stint he remained after their failed world cup campaign also working with uzbeki national league team pakhtakor achieving league and cup double after a short stint with singaporean team saffc jelii returned to uzbekistan working with the national team in preparation for the 2007 asian cup under the guidance of russian coach valeri kuzmyich nepomniachi uzbekistan reaching the quarter finals and also with pakhtakor who again won the double in early 2008 jelii was appointed for a second time as coach of cockburn city he left the club in may 2009 to take on a role with the uzbekistan under20 world cup side also preparing the national team for the 2011 asian championship semi finalistsin 2011 his excoworker peter butler during saffc period invited him to work at bec tero sasana fc a top club in thailand premier league in 2012 he continued his association with bec terro and in september began work with sven goran erikkson
<http://dbpedia.org/resource/Michiko_Nagai>,Michiko Nagai,michiko nagai nagai michiko born march 31 1925 is a writer of historical fiction in japanborn in tokyo nagai graduated from the tokyo womens university with a degree in japanese literature in 1944 she also studied economy history at the university of tokyo from 19471948 after her marriage to the nobuo kuroita the son of historian kuroita katsumi she went to work for the shogakukan publishing company as an editor but began to write her own stories with historical settings on the sidein 1952 she submitted her debut work sanjoin ki history of lady sanjo to the sunday mainichi where it was awarded second place in the 30th anniversary commemorative edition of that publication this encouraged her to pursue a career in literature fulltime winning the prestigious naoki award in 1964 the 21st womens culture award in 1981 the 32nd kikuchi award in 1984 and the yoshikawa eiji literary award in 1987she is noted for historical novels reassessing the role of women in japanese history she is praised for combining historical accuracy with translating her characters emotions into modern terms in masako she countered popular image of minamoto no yoritomos jealous powergrasping wife hojo masako 11571225 with a more human sympathetic personality her novel was the basis for a yearlong television drama on the japanese government television network nhk in 1979likewise in gin no yakata silver mansion 1980 she rehabilitated the image of hino tomiko 14401496 wife of the ineffectual shogun ashikaga yoshimasa historically scorned as an evil moneygrubbing woman who dragged the country into war nagais portrayal is of a woman who is savior of the government and who is skilled at finance and politicshowever her writing was not entirely on the role of women in 1997 nhk aired a yearlong historical drama in 50 episodes mori motonari on the life of the sengoku period daimyo based on nagais book of the same name
